Name,Year,Genre,Perspective,Console,Moby Score,Critics,Publishers,Developers,Multiplayer,Offline Players,Gameplay
MechWarrior 2: 31st Century Combat,1995,Action,1st-person,DOS,8.1,87% (37),"Activision, Inc., Tec Toy Indústria de Brinquedos S.A., Bandai Visual Co., Ltd., Emotion Digital Software","Activision, Inc.",0.0,1.0,Direct control
Free D.C!,1991,Adventure,3rd-person (Other),DOS,5.9,63% (5),"Cineplay Interactive, Inc.","Cineplay Interactive, Inc.",0.0,1.0,Detective / mystery
Power Politics,1992,Simulation,Menu structures,Windows 3.x,,50% (1),"Software Technology, Inc.","Software Technology, Inc.",0.0,1.0,"Contemporary, North America"
Where in the World Is Carmen Sandiego?,1985,Educational,Menu structures,DOS,7.3,73% (5),"Brøderbund Software, Inc., Basic Fun!","Brøderbund Software, Inc.",0.0,1.0,Geography
4-D Boxing,1991,Sports,1st-person,DOS,7.4,75% (18),"Electronic Arts, Inc., Mindscape International Ltd., Electronic Arts Victor","Electronic Arts, Inc.",0.0,1.0,Fixed / flip-screen
Heart of China,1991,Adventure,1st-person,DOS,7.5,77% (24),"Dynamix, Inc., Sierra On-Line, Inc., Activision Publishing, Inc.","Dynamix, Inc.",0.0,1.0,Fixed / flip-screen
Princess Maker 2,1993,Role-playing (RPG),1st-person,PC-98,7.8,86% (1),"Gainax Co., Ltd., NEC Home Electronics, Ltd., Micro Cabin Corp.","Gainax Co., Ltd.",0.0,1.0,Anime / Manga
Pirates! Gold,1993,Action,Top-down,DOS,7.7,81% (26),"MicroProse Software, Inc.","MicroProse Software, Inc.",0.0,1.0,Real-time
Silpheed,1986,Action,Diagonal-down,PC-88,7.8,77% (4),"Game Arts Co., Ltd., Sierra On-Line, Inc.","Game Arts Co., Ltd.",0.0,1.0,Anime / Manga
Hero's Quest: So You Want to Be a Hero,1989,Adventure,3rd-person (Other),DOS,7.9,86% (16),"Sierra On-Line, Inc., Sierra On-Line Japan, Inc., U.S. Gold Ltd.","Sierra On-Line, Inc.",0.0,1.0,Real-time
Quest for Glory II: Trial by Fire,1990,Adventure,Side view,DOS,7.4,71% (21),"Sierra On-Line, Inc., U.S. Gold Ltd.","Sierra On-Line, Inc.",0.0,1.0,2D scrolling
BattleTech: The Crescent Hawk's Inception,1988,Role-playing (RPG),Top-down,Atari ST,7.2,72% (9),"Infocom, Inc.","Infocom, Inc.",0.0,1.0,Turn-based
V for Victory: Velikiye Luki,1992,Strategy,Top-down,DOS,,66% (3),"Three-Sixty Pacific, Inc.","Three-Sixty Pacific, Inc.",0.0,1.0,Turn-based
Quest for Glory III: Wages of War,1992,Adventure,3rd-person (Other),DOS,7.6,75% (10),"Sierra On-Line, Inc.","Sierra On-Line, Inc.",0.0,1.0,Real-time
Quest for Glory V: Dragon Fire,1998,Action,3rd-person (Other),Macintosh,7.6,77% (35),"Sierra On-Line, Inc., Dice Multi Media Europe B.V.","Sierra On-Line, Inc.",0.0,1.0,Fantasy
Death Gate,1994,Adventure,1st-person,DOS,8.2,81% (24),"Legend Entertainment Company, Piko Interactive LLC",Legend Entertainment Company,0.0,1.0,Fixed / flip-screen
Loom,1990,Adventure,Side view,DOS,8.0,78% (48),"Lucasfilm Games LLC, U.S. Gold Ltd., Fujitsu Limited",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Castles,1991,Simulation,Diagonal-down,DOS,7.1,70% (20),"Interplay Productions, Inc., Victor Musical Industries, Inc.","Interplay Productions, Inc.",0.0,1.0,"City building / construction simulation, Managerial / business simulation"
Icon: Quest for the Ring,1984,Action,Top-down,DOS,,(7),"Macrocom, Inc.","Macrocom, Inc.",0.0,1.0,
Star Control II,1992,Action,Top-down,DOS,7.8,81% (25),"Accolade, Inc., Crystal Dynamics, Inc., Telstar Fun and Games, Google Inc.","Accolade, Inc.",0.0,1.0,"2D scrolling, Fixed / flip-screen"
Laser Squad,1988,Strategy,Top-down,Commodore 64,7.7,81% (25),"Blade Software Ltd., Target Games Limited, MicroIllusions",Blade Software Ltd.,0.0,1.0,Turn-based
Defender of the Crown,1986,Action,1st-person,Amiga,7.3,72% (48),"Cinemaware, Mirrorsoft Ltd., Mindscape, Inc.",Cinemaware,0.0,1.0,"Europe, Historical events, Medieval"
Master of Orion II: Battle at Antares,1996,Strategy,Turn-based,DOS,7.7,81% (23),"MicroProse Software, Inc., MacSoft","MicroProse Software, Inc.",0.0,1.0,"4X, Managerial / business simulation, Turn-based strategy"
Menace,1988,Action,Side view,Amiga,7.5,75% (13),"Psyclapse, Psygnosis Limited, Sizzlers",Psyclapse,0.0,1.0,"Arcade, Shooter"
Discworld,1995,Adventure,3rd-person (Other),DOS,7.9,83% (44),"Psygnosis Limited, Dro Soft, Media Entertainment Inc",Psygnosis Limited,0.0,1.0,"Graphic adventure, Puzzle elements"
Road & Car: Test Drive III - The Passion: Add-On D...,1991,DLC / Add-on,Map / level,DOS,,(4),"Accolade, Inc.","Accolade, Inc.",0.0,1.0,
Space Quest I: Roger Wilco in the Sarien Encounter,1991,Adventure,Side view,DOS,7.5,70% (15),"Sierra On-Line, Inc., U.S. Gold Ltd.","Sierra On-Line, Inc.",0.0,1.0,Fixed / flip-screen
The Ancient Art of War at Sea,1987,Strategy,Top-down,Apple II,7.2,60% (1),"Brøderbund Software, Inc., Brøderbund Japan Inc.","Brøderbund Software, Inc.",0.0,1.0,Real-time
Zeliard,1987,Action,Side view,PC-88,7.2,51% (3),"Game Arts Co., Ltd., Sierra On-Line, Inc.","Game Arts Co., Ltd.",0.0,1.0,2D scrolling
Alley Cat,1983,Action,Side view,Atari 8-bit,7.3,80% (1),"Synapse Software Corporation, ariolasoft GmbH, International Business Machines Corporation (IBM)",Synapse Software Corporation,0.0,1.0,Fixed / flip-screen
Bruce Lee,1984,Action,Side view,Commodore 64,7.7,83% (16),"U.S. Gold Ltd., Datasoft, Inc., Comptiq",U.S. Gold Ltd.,0.0,1.0,Fixed / flip-screen
Skyfox II: The Cygnus Conflict,1987,Action,1st-person,Commodore 64,6.8,57% (6),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Shooter
The Blues Brothers,1991,Action,Side view,DOS,6.7,63% (23),"Titus France SA, Titus Software Corporation",Titus France SA,0.0,1.0,2D scrolling
The Black Cauldron,1986,Adventure,Side view,DOS,7.0,67% (7),"Sierra On-Line, Inc.","Sierra On-Line, Inc.",0.0,1.0,Fixed / flip-screen
Dangerous Dave in the Deserted Pirate's Hideout!,1988,Action,Side view,Apple II,6.8,55% (2),"Uptime Disk Monthly, Softdisk Publishing",Uptime Disk Monthly,0.0,1.0,Fixed / flip-screen
Prince of Persia,1989,Action,Side view,Apple II,8.2,80% (78),"Brøderbund Software, Inc., Softgold Computerspiele GmbH, Revelation Software","Brøderbund Software, Inc.",0.0,1.0,Fixed / flip-screen
Night Raid,1992,Action,Shooter,DOS,6.8,(10),Argo Games,Argo Games,0.0,1.0,
Paratrooper,1982,Action,Shooter,PC Booter,6.5,56% (1),,,0.0,1.0,
Golden Axe,1989,Action,Side view,SEGA Master System,7.3,77% (70),"SEGA Enterprises Ltd., SEGA Europe Ltd., SEGA of America, Inc.",SEGA Enterprises Ltd.,0.0,1.0,2D scrolling
Master of Magic,1994,Strategy,Diagonal-down,DOS,7.7,80% (17),"MicroProse Software, Inc., Locus Company Ltd., Asmik Ace Entertainment, Inc.","MicroProse Software, Inc.",0.0,1.0,Turn-based
Grim Fandango,1998,Adventure,3rd-person (Other),Windows,8.5,92% (55),LucasArts Entertainment Company LLC,LucasArts Entertainment Company LLC,0.0,1.0,Cinematic camera
Afterlife,1996,Simulation,Isometric,Windows,7.1,76% (24),LucasArts Entertainment Company LLC,LucasArts Entertainment Company LLC,0.0,1.0,Managerial / business simulation
Mad Mix Game,1988,Action,Top-down,DOS,7.1,55% (6),"Topo Soft, U.S. Gold Ltd.",Topo Soft,0.0,1.0,Fixed / flip-screen
Popcorn,1988,Action,Arcade,DOS,7.1,58% (2),"Lacral Software, Ludoïd",Lacral Software,0.0,1.0,
Star Control,1990,Action,Shooter,DOS,6.8,65% (25),"Accolade, Inc., Ballistic","Accolade, Inc.",0.0,1.0,Space flight
Nuclear War,1989,Strategy,Licensed,DOS,6.9,66% (13),"New World Computing, Inc.","New World Computing, Inc.",0.0,1.0,
Invasion of the Mutant Space Bats of Doom,1995,Action,Arcade,DOS,,80% (2),Pop Software,Pop Software,0.0,1.0,Sci-fi / futuristic
Round 42,1986,Action,Arcade,DOS,,(8),,,0.0,1.0,Sci-fi / futuristic
Cannon Fodder,1993,Action,Diagonal-down,DOS,7.8,85% (68),"Virgin Interactive Entertainment (Europe) Ltd., Krisalis Software Ltd., Virgin Interactive Entertainment, Inc.",Virgin Interactive Entertainment (Europe) Ltd.,0.0,1.0,"2D scrolling, Isometric"
Titus the Fox: To Marrakech and Back,1992,Action,Side view,DOS,6.3,62% (25),"Titus Software Corporation, Titus France SA",Titus Software Corporation,0.0,1.0,2D scrolling
Master of Orion,1993,Strategy,Turn-based,DOS,7.3,76% (15),"MicroProse Software, Inc., GameTek, Inc.","MicroProse Software, Inc.",0.0,1.0,"4X, Managerial / business simulation, Turn-based strategy"
Centurion: Defender of Rome,1990,Strategy,Diagonal-down,DOS,7.2,70% (26),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Isometric
Sid Meier's Pirates!,1987,Action,Top-down,PC Booter,7.7,83% (38),"MicroProse Software, Inc., U.S. Gold Ltd., Ultra Software Corporation","MicroProse Software, Inc.",0.0,1.0,Real-time
Commander Keen 1: Marooned on Mars,1990,Action,Side view,DOS,7.1,80% (4),"id Software, Inc.","id Software, Inc.",0.0,1.0,2D scrolling
Commander Keen 2: The Earth Explodes,1990,Action,Side view,DOS,7.1,65% (2),"id Software, Inc.","id Software, Inc.",0.0,1.0,2D scrolling
Commander Keen 3: Keen Must Die!,1990,Action,Side view,DOS,7.3,82% (2),"id Software, Inc.","id Software, Inc.",0.0,1.0,2D scrolling
Commander Keen 4: Secret of the Oracle,1991,Action,Diagonal-down,DOS,8.0,85% (4),"id Software, Inc.","id Software, Inc.",0.0,1.0,2D scrolling
Commander Keen 5: The Armageddon Machine,1991,Action,Diagonal-down,DOS,7.9,72% (2),"id Software, Inc.","id Software, Inc.",0.0,1.0,2D scrolling
Mean Streets,1989,Adventure,Side view,DOS,7.8,73% (23),"Access Software, Inc., U.S. Gold Ltd., Night Dive Studios, LLC","Access Software, Inc.",0.0,1.0,Puzzle elements
Martian Memorandum,1991,Adventure,Side view,DOS,7.3,66% (11),"Access Software, Inc., Night Dive Studios, LLC","Access Software, Inc.",0.0,1.0,"Graphic adventure, Puzzle elements"
Fallout,1997,Role-playing (RPG),Diagonal-down,Macintosh,8.2,88% (43),"MacPlay, Interplay Productions, Inc., Dice Multi Media Europe B.V.",MacPlay,0.0,1.0,"Real-time, Turn-based"
GATO,1984,Simulation,1st-person,DOS,6.2,15% (2),"Spectrum Holobyte, Inc., Atari Corporation, Sphere, Inc.","Spectrum Holobyte, Inc.",0.0,1.0,Real-time
F-15 Strike Eagle,1984,Simulation,1st-person,Atari 8-bit,6.8,72% (15),"MicroProse Software, Inc., U.S. Gold Ltd., France Image Logiciel","MicroProse Software, Inc.",0.0,1.0,"Flight / aviation, Vehicular combat"
Battlehawks 1942,1988,Action,1st-person,DOS,7.6,80% (16),"Lucasfilm Games LLC, U.S. Gold Ltd., Softgold Computerspiele GmbH",Lucasfilm Games LLC,0.0,1.0,"Flight / aviation, Vehicular combat"
Their Finest Hour: The Battle of Britain,1989,Action,1st-person,DOS,7.9,83% (26),"Lucasfilm Games LLC, U.S. Gold Ltd., Softgold Computerspiele GmbH",Lucasfilm Games LLC,0.0,1.0,Flight / aviation
Secret Weapons of the Luftwaffe,1991,Action,1st-person,DOS,7.5,84% (9),Lucasfilm Games LLC,Lucasfilm Games LLC,0.0,1.0,Flight / aviation
P-38 Lightning Tour of Duty,1991,Action,1st-person,DOS,,71% (3),Lucasfilm Games LLC,Lucasfilm Games LLC,0.0,1.0,Flight / aviation
P-80 Shooting Star Tour Of Duty,1991,DLC / Add-on,1st-person,DOS,,40% (1),,,0.0,1.0,Flight / aviation
He 162 Volksjäger Tour of Duty,1992,DLC / Add-on,Player unit,DOS,,60% (1),,,0.0,1.0,
Do 335 Pfeil,1992,DLC / Add-on,Player unit,DOS,,60% (3),,,0.0,1.0,
BattleTech: The Crescent Hawks' Revenge,1990,Strategy,Top-down,DOS,6.9,61% (4),Westwood Associates,Westwood Associates,0.0,1.0,Real-time
One Must Fall 2097,1994,Action,Side view,DOS,7.9,81% (12),Diversions Entertainment,Diversions Entertainment,0.0,1.0,Fixed / flip-screen
Major Stryker,1993,Action,Top-down,DOS,7.1,60% (2),"Apogee Software, Ltd., FormGen, Inc., 3D Realms Entertainment, Inc.","Apogee Software, Ltd.",0.0,1.0,"Arcade, Shooter"
Bio Menace,1993,Action,Side view,DOS,6.9,61% (5),"Apogee Software, Ltd., 3D Realms Entertainment, Inc.","Apogee Software, Ltd.",0.0,1.0,2D scrolling
Railroad Tycoon II,1998,Simulation,Diagonal-down,Windows,7.8,81% (36),"Gathering of Developers, Inc., Take-Two Interactive Software, Inc., Take-Two Interactive Software Europe Ltd.","Gathering of Developers, Inc.",0.0,1.0,"Free-roaming camera, Isometric"
Fallout 2,1998,Role-playing (RPG),Diagonal-down,Windows,8.3,88% (49),"Interplay Productions, Inc., MacPlay, Sold Out Sales & Marketing Ltd.","Interplay Productions, Inc.",0.0,1.0,"Real-time, Turn-based"
Star Wars: TIE Fighter,1994,Action,1st-person,DOS,8.2,90% (20),LucasArts Entertainment Company LLC,LucasArts Entertainment Company LLC,0.0,1.0,"Space flight, Vehicular combat"
Dune II: The Building of a Dynasty,1992,Strategy,Top-down,DOS,8.0,86% (33),"Virgin Games, Ltd., Virgin Games, Inc., Eclipse Productions, Hit Squad, The","Virgin Games, Ltd.",0.0,1.0,Free-roaming camera
Ys: The Vanished Omens,1987,Role-playing (RPG),Diagonal-down,MSX,7.9,79% (17),"Nihon Falcom Corp., SEGA Enterprises Ltd., Victor Musical Industries, Inc.",Nihon Falcom Corp.,0.0,1.0,2D scrolling
Lode Runner,1983,Action,Side view,PC Booter,7.3,76% (28),"Brøderbund Software, Inc., SystemSoft, SEGA Enterprises Ltd.","Brøderbund Software, Inc.",0.0,1.0,Fixed / flip-screen
Star Wars: X-Wing Vs. TIE Fighter,1997,Action,1st-person,Windows,7.6,81% (21),"Totally Games, Inc.","Totally Games, Inc.",0.0,1.0,"Space flight, Vehicular combat"
Chronomaster,1995,Adventure,3rd-person (Other),DOS,7.3,73% (18),"Capstone Software, SoftKey Multimedia Inc., Tewi Verlag GmbH, Throwback Entertainment Inc.",Capstone Software,0.0,1.0,Graphic adventure
Sword of the Samurai,1989,Action,Behind view,DOS,7.7,77% (8),"MicroProse Software, Inc., Tommo Inc., Night Dive Studios, LLC","MicroProse Software, Inc.",0.0,1.0,2D scrolling
Circuit's Edge,1990,Adventure,1st-person,DOS,7.1,67% (4),Westwood Associates,Westwood Associates,0.0,1.0,Turn-based
Mach 3,1987,Action,Behind view,DOS,6.4,66% (7),Loriciels,Loriciels,0.0,1.0,"Arcade, Shooter"
Space Racer,1988,Racing / Driving,Behind view,DOS,6.9,60% (10),"Loriciels, Brøderbund Software, Inc.",Loriciels,0.0,1.0,Arcade
Saboteur II,1987,Action,Side view,DOS,6.3,70% (5),"Durell Software Ltd., Keypunch Software, Inc., Encore",Durell Software Ltd.,0.0,1.0,Platform
Deathbringer,1991,Action,Side view,Amiga,5.4,50% (8),Empire Software,Empire Software,0.0,1.0,2D scrolling
Barbarian,1987,Action,Side view,Amiga,6.1,72% (14),"Melbourne House, Psygnosis Limited, Mastertronic Ltd., Elite Systems Ltd.",Melbourne House,0.0,1.0,2D scrolling
Timothy Leary's Mind Mirror,1985,Simulation,Meditative / Zen,Atari 8-bit,6.9,(15),"Electronic Arts, Inc., MOON BOOKS LLC","Electronic Arts, Inc.",0.0,1.0,Licensed
Pinball Construction Set,1982,Action,Top-down,Apple II,7.8,92% (6),"BudgeCo., Inc., Electronic Arts, Inc., Comptiq","BudgeCo., Inc.",0.0,1.0,Fixed / flip-screen
Death Rally,1996,Action,Top-down,DOS,7.8,79% (13),"GT Interactive Software Corp., Remedy Entertainment Oy, 3D Realms Entertainment, Inc.",GT Interactive Software Corp.,0.0,1.0,Shooter
Ascendancy,1995,Strategy,4X,DOS,7.7,78% (15),"Softgold Computerspiele GmbH, Logic Factory, Inc., The, Funsoft GmbH, Virgin Interactive Entertainment (Europe) Ltd.",Softgold Computerspiele GmbH,0.0,1.0,Sci-fi / futuristic
Darklands,1992,Role-playing (RPG),Diagonal-down,DOS,7.6,78% (16),"MicroProse Software, Inc., Atari, Inc., Tommo Inc., Night Dive Studios, LLC","MicroProse Software, Inc.",0.0,1.0,Isometric
Balance of Power,1985,Simulation,Cold War,Macintosh,7.3,82% (5),"Mindscape, Inc., ASCII Corporation","Mindscape, Inc.",0.0,1.0,
Balance of Power: The 1990 Edition,1988,Simulation,Cold War,Macintosh,7.7,84% (14),"Mindscape, Inc.","Mindscape, Inc.",0.0,1.0,
Silent Service II,1990,Action,1st-person,DOS,7.9,86% (21),"MicroProse Software, Inc., Action Sixteen, SoftKey Multimedia Inc.","MicroProse Software, Inc.",0.0,1.0,Real-time
Heart of Darkness,1998,Action,Side view,Windows,7.7,78% (36),"Ocean Software Ltd., Tantrum Entertainment, Inc., Infogrames Multimedia SA",Ocean Software Ltd.,0.0,1.0,2D scrolling
Epic Pinball,1993,Action,Top-down,DOS,8.1,88% (9),"Digital Extremes, Inc., Epic MegaGames, Inc., Gold Medallion Software","Digital Extremes, Inc.",0.0,1.0,Pinball
Hockey League Simulator,1989,Simulation,Managerial / business simulation,Amiga,,(3),Bethesda Softworks LLC,Bethesda Softworks LLC,0.0,1.0,Hockey
NHL 95,1994,Sports,Diagonal-down,DOS,7.6,84% (34),"Electronic Arts, Inc., Malibu Games","Electronic Arts, Inc.",0.0,1.0,2D scrolling
Lighthouse: The Dark Being,1996,Adventure,1st-person,Windows,7.0,69% (24),"Sierra On-Line, Inc., Activision Publishing, Inc.","Sierra On-Line, Inc.",0.0,1.0,Puzzle elements
Brett Hull Hockey 95,1994,Sports,Diagonal-down,SNES,6.2,61% (20),"Accolade, Inc., Warner Interactive Entertainment Ltd.","Accolade, Inc.",0.0,1.0,Isometric
Hodj 'n' Podj,1995,Puzzle,Fixed / flip-screen,Macintosh,7.2,76% (5),"Virgin Interactive Entertainment, Inc.","Virgin Interactive Entertainment, Inc.",0.0,1.0,"Board game, Cards / tiles, Word construction"
Omnicron Conspiracy,1989,Adventure,Side view,DOS,6.4,63% (8),"Image Works, Epyx, Inc.",Image Works,0.0,1.0,Fixed / flip-screen
Space Strike,1982,Action,Side view,PC Booter,,(7),,,0.0,1.0,Fixed / flip-screen
Novastorm,1993,Action,Behind view,FM Towns,6.6,67% (32),"Fujitsu Limited, Psygnosis Limited, T&E Soft, Inc., Victor Entertainment Inc.",Fujitsu Limited,0.0,1.0,Video backdrop
Star Wars: Rebel Assault,1993,Action,1st-person,DOS,7.2,72% (40),"Softgold Computerspiele GmbH, LucasArts Entertainment Company LLC, JVC Musical Industries, Inc.",Softgold Computerspiele GmbH,0.0,1.0,Video backdrop
Speedball 2: Brutal Deluxe,1990,Action,Top-down,Amiga,7.2,77% (66),"Image Works, Konami (America), Inc., Mirrorsoft Ltd.",Image Works,0.0,1.0,Sci-fi / futuristic
Silverball,1993,Action,Arcade,DOS,7.0,70% (12),"Digital Extremes, Inc., Epic MegaGames, Inc.","Digital Extremes, Inc.",0.0,1.0,
EverQuest,1999,Role-playing (RPG),1st-person,Windows,7.6,84% (24),"989 Studios, Sony Online Entertainment Inc.",989 Studios,0.0,1.0,"Persistent, Real-time"
Star Wars: Episode I - Racer,1999,Racing / Driving,Behind view,Windows,7.6,79% (61),"LucasArts Entertainment Company LLC, Disney Interactive Studios, Inc., Aspyr Media, Inc., THQ Nordic Japan KK",LucasArts Entertainment Company LLC,0.0,1.0,"Hovercraft, Track racing, Vehicle simulator"
Xenon 2: Megablast,1989,Action,Top-down,Amiga,7.4,81% (35),"Image Works, Virgin Games, Inc., Mirror Image",Image Works,0.0,1.0,"Arcade, Shooter"
Extreme Pinball,1995,Action,Top-down,DOS,6.4,57% (20),"Electronic Arts, Inc., Sony Computer Entertainment America Inc., Sony Interactive Entertainment Inc.","Electronic Arts, Inc.",0.0,1.0,Pinball
The Civil War,1995,Strategy,Real-time,DOS,6.2,63% (8),"Dagger Interactive Technologies, Ltd.","Dagger Interactive Technologies, Ltd.",0.0,1.0,Historical events
Imperium Galactica,1997,Action,Full Motion Video (FMV),DOS,6.9,72% (13),"GT Interactive Software Corp., THQ Nordic GmbH",GT Interactive Software Corp.,0.0,1.0,Real-time
Syndicate,1993,Action,Diagonal-down,DOS,7.9,79% (42),"Electronic Arts, Inc., Hit Squad, The, Ocean Software Ltd., Mindscape, Inc.","Electronic Arts, Inc.",0.0,1.0,Isometric
Syndicate: American Revolt,1993,DLC / Add-on,Item,DOS,7.5,79% (6),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,
The 7th Guest,1993,Puzzle,1st-person,DOS,7.3,72% (40),"Philips Interactive Media, Inc., Virgin Games, Inc., Virgin Interactive Entertainment (Europe) Ltd.","Philips Interactive Media, Inc.",0.0,1.0,Horror
MechWarrior 3,1999,Action,1st-person,Windows,8.2,86% (31),"Zipper Interactive, Inc.","Zipper Interactive, Inc.",0.0,1.0,Direct control
Betrayal at Krondor,1993,Role-playing (RPG),1st-person,DOS,7.9,83% (14),"Dynamix, Inc., Sierra Entertainment, Inc., Activision Publishing, Inc.","Dynamix, Inc.",0.0,1.0,Turn-based
NHL 99,1998,Sports,Diagonal-down,Windows,8.2,88% (37),"Electronic Arts, Inc., Tandem Verlag GmbH","Electronic Arts, Inc.",0.0,1.0,2D scrolling
RollerCoaster Tycoon,1999,Simulation,Diagonal-down,Windows,7.9,83% (37),Chris Sawyer Productions,Chris Sawyer Productions,0.0,1.0,"Free-roaming camera, Isometric"
Monkey Island 2: LeChuck's Revenge,1991,Adventure,3rd-person (Other),DOS,8.2,93% (35),"U.S. Gold Ltd., Lucasfilm Games LLC, Softgold Computerspiele GmbH, Victor Entertainment Inc.",U.S. Gold Ltd.,0.0,1.0,2D scrolling
Bad Street Brawler,1987,Action,Side view,DOS,5.9,48% (11),"Mindscape, Inc., Melbourne House, Mastertronic plus, Mattel Electronics","Mindscape, Inc.",0.0,1.0,2D scrolling
Adventures of Beetlejuice: Skeletons in the Closet,1990,Action,Diagonal-down,DOS,,18% (2),"Riedel Software Productions, Inc.","Riedel Software Productions, Inc.",0.0,1.0,Arcade
Lagaf': Les Aventures de Moktar - Vol 1: La Zoubid...,1991,Action,Side view,DOS,,85% (1),Titus France SA,Titus France SA,0.0,1.0,Platform
